.I 830
.T
CORC-The Cornell Computing Language
.B
CACM June, 1963
.A
Conway, R. W.
Maxwell, W. L.
.N
CA630619 JB March 14, 1978  10:06 AM
.X
1179	5	830
1288	5	830
1544	5	830
1646	5	830
2111	5	830
2534	5	830
2556	5	830
2650	5	830
830	5	830
830	5	830
830	5	830
830	6	830
830	6	830
830	6	830
830	6	830
830	6	830
830	6	830
830	6	830
830	6	830
987	6	830
1072	6	830
1112	6	830
1179	6	830
1592	6	830
1647	6	830
1787	6	830
1935	6	830
1936	6	830
1959	6	830
1973	6	830
2111	6	830
2111	6	830
2111	6	830
2182	6	830
408	6	830
576	6	830
619	6	830
680	6	830
680	6	830
799	6	830
