.I 2074
.T
Sqank (Algorithm 379 $D1))
.B
CACM April, 1970
.A
Lyness, J. N.
.K
numerical integration, integration rule, adaptive integration,
automatic integration, Simpson's rule, numerical quadrature, quadrature, 
quadrature rule, adaptive quadrature, 
automatic quadrature, round-off error control
.C
5.16
.N
CA700410 JB February 13, 1978  2:46 PM
.X
1352	4	2074
1352	4	2074
1352	4	2074
1352	4	2074
2048	4	2074
2048	4	2074
2048	4	2074
2074	4	2074
2074	4	2074
2074	4	2074
2074	4	2074
2093	4	2074
2093	4	2074
2093	4	2074
2550	4	2074
2074	5	2074
2074	5	2074
2074	5	2074
2415	5	2074
2550	5	2074
429	5	2074
786	5	2074
834	5	2074
872	5	2074
1040	6	2074
1573	6	2074
1982	6	2074
2074	6	2074
2074	6	2074
429	6	2074
