.I 2824
.T
An Improvement to Martin's Algorithm for
Computation of Linear Precedence Functions
.B
CACM October, 1976
.A
Duong-Kien, C.
Hoffmann, H. J.
Muth, D.
.K
syntax analysis, precedence functions, Boolean matrices
.C
4.12
.N
CA761007 JB January 3, 1978  4:13 PM
.X
1542	4	2824
1683	4	2824
1693	4	2824
1781	4	2824
1787	4	2824
1836	4	2824
1945	4	2824
2060	4	2824
2061	4	2824
2082	4	2824
2091	4	2824
2152	4	2824
2179	4	2824
2221	4	2824
2340	4	2824
2340	4	2824
2356	4	2824
2546	4	2824
2603	4	2824
2698	4	2824
2708	4	2824
2824	4	2824
2824	4	2824
2824	4	2824
2982	4	2824
2982	4	2824
2986	4	2824
2986	4	2824
2986	4	2824
3045	4	2824
3093	4	2824
1491	5	2824
1683	5	2824
2340	5	2824
2824	5	2824
2824	5	2824
2824	5	2824
